annual_income,loan_purpose,loan_amount,interest_rate
130000,debt_consolidation,34000,9.93
110000,debt_consolidation,7000,10.91
90000,debt_consolidation,19000,15.05
35000,debt_consolidation,10000,6.08
114000,debt_consolidation,20000,9.93
48000,debt_consolidation,7500,9.93
30000,debt_consolidation,5000,9.93
166000,credit_card,34000,15.05
56000,credit_card,3025,6.08
33000,credit_card,1000,10.91
48000,credit_card,4000,10.42
30000,debt_consolidation,2000,18.06
81250,debt_consolidation,15000,6.08
117000,home_improvement,1700,9.44
130000,debt_consolidation,15500,7.35
120000,credit_card,40000,10.91
52500,credit_card,18000,6.08
56160,debt_consolidation,10000,7.34
100000,credit_card,35000,10.41
132900,debt_consolidation,27000,25.82
130000,credit_card,15000,6.08
38000,debt_consolidation,8300,9.43
103000,debt_consolidation,15000,6.72
80000,debt_consolidation,19200,20
70000,debt_consolidation,6000,9.44
92400,debt_consolidation,6000,10.41
54000,debt_consolidation,8675,15.05
12000,debt_consolidation,6000,16.01
52000,credit_card,10000,5.31
70000,debt_consolidation,15000,9.44
52000,credit_card,11000,16.01
102004,debt_consolidation,34000,19.42
30000,debt_consolidation,13500,5.31
72000,home_improvement,16000,10.9
130800,debt_consolidation,20000,11.99
140000,debt_consolidation,25000,6.71
105000,debt_consolidation,22000,6.71
285000,credit_card,40000,7.97
42500,home_improvement,6650,17.09
45000,debt_consolidation,9000,7.96
80000,debt_consolidation,8000,5.32
65000,credit_card,25000,11.98
134676,debt_consolidation,22250,9.44
85000,debt_consolidation,23000,21.45
120000,debt_consolidation,34000,15.04
55000,debt_consolidation,22000,19.42
101000,debt_consolidation,15000,10.41
86000,debt_consolidation,35000,16.02
51500,debt_consolidation,20000,17.09
55000,debt_consolidation,5000,18.06
101760,debt_consolidation,34000,12.61
78000,credit_card,15000,18.06
45000,debt_consolidation,3000,16.01
66500,debt_consolidation,16000,20.39
137000,credit_card,16000,7.34
62004,debt_consolidation,20000,9.93
195000,credit_card,40000,11.98
47128,debt_consolidation,4000,12.61
40000,debt_consolidation,7500,15.05
86000,debt_consolidation,10000,20.39
50000,credit_card,15000,7.34
87500,debt_consolidation,20000,9.93
48000,debt_consolidation,34000,19.42
150000,debt_consolidation,15000,7.97
30000,debt_consolidation,5000,10.91
165000,home_improvement,10000,10.41
68000,debt_consolidation,9000,14.08
27872,debt_consolidation,5000,11.98
100000,debt_consolidation,40000,10.42
111000,debt_consolidation,27000,11.98
75000,debt_consolidation,9800,15.05
40000,debt_consolidation,9600,6.71
193000,credit_card,8000,15.04
85000,debt_consolidation,12000,6.07
74000,debt_consolidation,18000,10.9
86000,credit_card,21000,15.05
60000,debt_consolidation,13000,16.02
82000,debt_consolidation,12000,9.93
31000,debt_consolidation,20000,10.9
120000,credit_card,20000,6.08
95000,debt_consolidation,34000,9.43
170000,debt_consolidation,25000,9.93
65000,credit_card,13600,6.07
91380,debt_consolidation,20000,10.41
275000,debt_consolidation,34000,9.44
65000,credit_card,5000,13.59
165000,debt_consolidation,34000,19.42
70000,debt_consolidation,22000,20
42563,debt_consolidation,16000,17.47
60000,credit_card,20000,9.93
135000,debt_consolidation,9600,10.91
82000,debt_consolidation,25000,19.03
85000,debt_consolidation,23000,6.72
124800,credit_card,40000,10.9
137000,debt_consolidation,40000,7.35
64655,debt_consolidation,3025,19.42
65700,debt_consolidation,11200,5.32
100000,credit_card,3000,5.32
72000,credit_card,16200,6.72
50000,credit_card,10400,10.9
93707,credit_card,12000,11.99
70000,debt_consolidation,8000,16.02
79000,debt_consolidation,3200,20
120000,credit_card,21600,13.59
141000,debt_consolidation,34000,5.31
112000,credit_card,18000,10.91
65000,debt_consolidation,5000,15.05
53400,debt_consolidation,27000,19.03
71104,credit_card,8000,5.32
60000,credit_card,34000,7.35
90000,debt_consolidation,1600,9.43
50000,credit_card,12000,13.59
150000,credit_card,20000,14.07
34113,debt_consolidation,15000,17.09
61584,debt_consolidation,1000,19.03
60000,credit_card,8650,6.08
70000,credit_card,10000,6.72
102000,credit_card,8000,6.72
56000,credit_card,16000,5.32
41600,home_improvement,16000,9.92
135000,debt_consolidation,40000,10.9
75000,debt_consolidation,12000,13.59
95000,debt_consolidation,10000,19.03
39800,home_improvement,35000,20
60000,home_improvement,10000,9.44
30000,credit_card,13000,9.93
205000,debt_consolidation,27000,10.42
27200,debt_consolidation,10000,19.42
70000,debt_consolidation,15000,20.39
47418,credit_card,2400,11.99
102000,debt_consolidation,22500,14.07
99000,credit_card,10000,16.02
54250,debt_consolidation,12000,11.99
90000,debt_consolidation,34000,10.9
172000,debt_consolidation,34000,12.61
60000,debt_consolidation,16000,9.93
43200,debt_consolidation,5000,11.99
49300,home_improvement,1000,11.99
42000,debt_consolidation,10400,15.04
65000,credit_card,6400,15.05
112000,debt_consolidation,26500,9.43
80000,home_improvement,8000,6.72
56000,debt_consolidation,22000,9.93
50000,credit_card,11000,17.09
104000,credit_card,22000,25.82
42000,credit_card,15000,6.71
52000,credit_card,12000,9.93
65000,debt_consolidation,13000,13.59
118000,debt_consolidation,10000,5.32
80000,credit_card,10000,7.97
53000,credit_card,16000,16.02
250000,debt_consolidation,34000,21.85
171000,debt_consolidation,26100,10.9
56000,debt_consolidation,20000,7.34
15000,credit_card,4300,10.91
47000,credit_card,14000,11.99
60000,debt_consolidation,12600,5.32
65000,debt_consolidation,5000,15.05
155000,debt_consolidation,20000,11.98
150000,debt_consolidation,12000,6.72
80000,home_improvement,15000,9.93
90000,credit_card,35000,10.41
80000,home_improvement,11000,13.59
130000,debt_consolidation,40000,16.01
72000,debt_consolidation,16000,7.35
65000,credit_card,8500,9.44
120000,debt_consolidation,11200,9.92
36610,credit_card,5000,5.31
65000,credit_card,20000,9.92
187116,debt_consolidation,25000,21.45
32000,debt_consolidation,7225,10.9
62000,debt_consolidation,1500,18.45
109000,debt_consolidation,20000,6.08
41000,debt_consolidation,12000,7.97
67400,home_improvement,15000,9.92
140000,debt_consolidation,15000,9.93
70000,debt_consolidation,11000,9.93
190000,home_improvement,34000,28.72
50000,debt_consolidation,5000,10.91
51000,debt_consolidation,17000,20
31500,credit_card,4200,10.91
75000,credit_card,5000,13.59
300000,debt_consolidation,35000,10.91
105000,debt_consolidation,16000,11.98
80000,debt_consolidation,25000,7.34
75000,debt_consolidation,16000,17.09
100600,credit_card,10000,7.96
116480,credit_card,10000,10.42
100000,home_improvement,12000,9.93
34000,credit_card,10000,10.91
50000,credit_card,15000,16.02
50000,credit_card,10000,19.03
100000,debt_consolidation,28525,21.45
90000,debt_consolidation,15000,14.07
103000,home_improvement,8000,18.06
92000,debt_consolidation,12000,7.97
55000,credit_card,4800,17.09
75000,debt_consolidation,8000,9.43
32000,debt_consolidation,8000,9.44
47000,credit_card,7800,10.91
160000,home_improvement,20000,6.72
40000,credit_card,10000,10.91
170000,credit_card,40000,11.99
210000,debt_consolidation,28000,17.47
58000,debt_consolidation,10000,9.93
68000,debt_consolidation,20000,10.91
50000,credit_card,20000,11.99
120000,debt_consolidation,16800,13.59
50000,debt_consolidation,28000,14.07
27500,credit_card,6000,15.05
82000,credit_card,18000,7.97
70000,credit_card,10000,15.05
67000,debt_consolidation,15000,18.06
45000,debt_consolidation,29000,17.47
79500,credit_card,22000,6.72
130000,credit_card,5000,6.72
50000,credit_card,8000,7.97
110000,credit_card,20000,9.92
205000,debt_consolidation,18000,5.31
65000,credit_card,20000,6.71
75000,credit_card,5000,6.08
50000,credit_card,24000,11.99
180000,debt_consolidation,18000,16.02
90000,debt_consolidation,20000,7.34
93000,debt_consolidation,40000,10.91
100000,debt_consolidation,40000,17.09
55000,credit_card,10000,13.59
64000,debt_consolidation,20000,21.45
40000,debt_consolidation,33725,6.08
79000,debt_consolidation,34000,7.34
62000,debt_consolidation,15000,17.47
65000,debt_consolidation,3000,18.06
75000,credit_card,24000,15.04
132000,debt_consolidation,40000,7.97
70000,debt_consolidation,34000,5.31
139000,debt_consolidation,12000,9.92
75000,debt_consolidation,10000,13.59
70000,home_improvement,16000,6.71
90000,debt_consolidation,27000,6.72
72000,debt_consolidation,34000,19.03
105000,debt_consolidation,21000,5.32
80000,debt_consolidation,11000,11.99
144000,debt_consolidation,20000,6.08
85000,credit_card,20000,5.31
87000,debt_consolidation,8000,6.71
152000,debt_consolidation,40000,9.43
117000,debt_consolidation,34000,18.06
81000,debt_consolidation,35000,19.42
90000,debt_consolidation,20000,21.45
23000,debt_consolidation,10000,6.08
55000,credit_card,11000,6.72
82000,debt_consolidation,25000,18.06
130000,debt_consolidation,40000,6.07
120000,debt_consolidation,10000,9.43
125000,debt_consolidation,28000,9.44
168000,credit_card,12000,10.91
68700,debt_consolidation,13500,18.06
50000,credit_card,23000,13.59
104176.7,debt_consolidation,3500,14.08
104000,debt_consolidation,35000,19.03
125000,debt_consolidation,16000,19.42
54000,credit_card,10000,13.59
30000,debt_consolidation,15000,11.99
57000,debt_consolidation,15000,13.58
65000,debt_consolidation,20000,20
60000,debt_consolidation,10000,9.92
104000,credit_card,37000,9.44
45000,credit_card,12000,9.92
125000,credit_card,22000,9.93
96000,debt_consolidation,3025,18.06
50000,debt_consolidation,12000,18.45
60000,credit_card,12000,6.71
62000,debt_consolidation,10000,10.41
39000,debt_consolidation,5000,6.08
59789,debt_consolidation,10000,13.59
107000,debt_consolidation,20000,15.04
67000,debt_consolidation,35000,15.05
52600,credit_card,10000,13.59
65000,credit_card,5000,17.47
70000,debt_consolidation,34000,6.72
88000,debt_consolidation,9800,9.92
280000,debt_consolidation,35000,22.9
60000,credit_card,10000,7.97
41000,debt_consolidation,20000,15.04
75000,home_improvement,40000,13.59
82000,debt_consolidation,15000,15.05
34451,debt_consolidation,10000,16.01
106000,debt_consolidation,11600,10.91
78000,debt_consolidation,40000,11.98
43000,debt_consolidation,16000,11.99
105000,debt_consolidation,34000,15.05
68400,debt_consolidation,14200,16.02
114000,debt_consolidation,15000,18.45
156000,credit_card,40000,7.35
100000,credit_card,12600,7.97
289000,credit_card,35000,17.47
96800,debt_consolidation,40000,5.31
59000,credit_card,7200,6.08
34000,credit_card,1200,10.9
90000,home_improvement,3000,9.43
170000,credit_card,19000,6.71
43000,credit_card,16000,16.01
50000,credit_card,15000,26.77
62000,debt_consolidation,6000,9.92
99000,debt_consolidation,10000,21.45
166400,home_improvement,40000,15.04
159000,credit_card,9600,7.97
40000,debt_consolidation,3600,9.44
104000,credit_card,9000,14.08
87500,credit_card,24000,21.45
90000,debt_consolidation,39200,5.31
30000,debt_consolidation,4000,6.71
42000,credit_card,12000,5.31
55000,credit_card,8000,6.08
63000,debt_consolidation,21000,11.99
34500,debt_consolidation,3600,19.42
98281,debt_consolidation,6000,9.92
85000,debt_consolidation,12000,13.59
36000,credit_card,14000,14.07
73000,credit_card,25000,7.35
68000,home_improvement,5000,7.97
76500,debt_consolidation,34000,10.9
50000,debt_consolidation,10000,11.99
58000,debt_consolidation,6000,15.05
61000,debt_consolidation,13000,17.09
55000,debt_consolidation,11200,11.99
35000,credit_card,7000,15.05
35000,debt_consolidation,15000,19.03
400000,debt_consolidation,40000,6.72
60000,debt_consolidation,10000,7.97
50000,credit_card,16000,9.44
68000,debt_consolidation,13000,10.91
50000,debt_consolidation,10000,11.98
150000,credit_card,28000,17.09
60000,credit_card,9600,7.97
96000,debt_consolidation,10000,15.04
88000,debt_consolidation,10000,7.97
117000,debt_consolidation,34000,12.61
45000,debt_consolidation,18000,21.45
92000,debt_consolidation,22000,10.9
120000,debt_consolidation,24000,11.98
50000,debt_consolidation,15000,28.72
114000,debt_consolidation,10000,16.01
68000,debt_consolidation,9000,10.91
125000,debt_consolidation,35000,20
107000,debt_consolidation,20000,6.72
53456,debt_consolidation,19000,7.35
69860,debt_consolidation,10000,9.43
54000,debt_consolidation,7500,10.42
120000,credit_card,6750,7.96
85000,home_improvement,17000,15.04
89000,debt_consolidation,13000,15.04
56000,debt_consolidation,6000,16.02
105000,debt_consolidation,20000,5.32
65000,credit_card,5075,5.32
160000,debt_consolidation,12000,6.07
54000,debt_consolidation,4800,10.91
60000,credit_card,11500,9.43
113213.2,home_improvement,40000,9.93
58000,credit_card,25000,6.71
195000,debt_consolidation,34000,9.43
47000,debt_consolidation,5600,19.03
92465,credit_card,7000,19.03
65000,debt_consolidation,20000,9.92
115000,credit_card,10000,9.44
117650,credit_card,8400,10.91
33280,debt_consolidation,10000,17.09
58000,credit_card,10000,18.06
164200,debt_consolidation,15000,19.42
162000,credit_card,20000,5.31
60000,home_improvement,10000,7.34
68000,debt_consolidation,23000,18.45
83207,debt_consolidation,20000,9.93
66913.6,credit_card,5000,13.59
120690,debt_consolidation,22000,15.05
85000,debt_consolidation,20000,7.34
120000,debt_consolidation,21000,6.71
50000,debt_consolidation,15000,7.35
145000,debt_consolidation,10000,7.97
150000,debt_consolidation,18000,5.31
98000,credit_card,22500,10.42
90000,debt_consolidation,20000,10.91
113000,debt_consolidation,9000,15.04
57500,debt_consolidation,12800,11.99
148600,debt_consolidation,37000,16.01
74000,debt_consolidation,20000,26.77
185220,home_improvement,20000,5.31
35000,home_improvement,15000,11.99
130000,credit_card,10000,15.05
54000,credit_card,3800,9.43
60000,debt_consolidation,20000,19.42
55000,debt_consolidation,10000,7.97
50000,credit_card,5000,9.44
72500,debt_consolidation,22000,6.71
75000,debt_consolidation,10000,6.71
150000,debt_consolidation,8000,9.43
133000,home_improvement,25000,12.61
63000,credit_card,9000,11.99
145000,debt_consolidation,27625,17.47
41000,home_improvement,10000,20
180000,debt_consolidation,10000,26.77
191000,debt_consolidation,28000,9.44
115000,home_improvement,15000,19.42
85000,debt_consolidation,10000,9.93
110000,debt_consolidation,9600,6.08
28000,credit_card,6000,13.58
150000,credit_card,35000,10.91
65000,home_improvement,24000,24.84
400000,home_improvement,34000,5.32
55000,credit_card,8800,9.93
110000,debt_consolidation,24000,10.42
152000,debt_consolidation,21000,9.93
50000,debt_consolidation,14000,10.91
100000,credit_card,24000,13.58
99000,debt_consolidation,34000,21.45
180000,debt_consolidation,6000,7.34
50976,credit_card,15000,9.92
157000,debt_consolidation,22000,7.35
121000,debt_consolidation,35000,13.59
40000,debt_consolidation,10000,10.91
67200,credit_card,6500,15.05
100000,debt_consolidation,8000,6.08
30000,credit_card,12000,7.34
116365,debt_consolidation,40000,9.44
60000,home_improvement,14775,10.91
60000,debt_consolidation,5000,14.08
48000,debt_consolidation,13000,10.42
58000,debt_consolidation,10000,9.92
75000,debt_consolidation,34000,13.59
131000,debt_consolidation,6000,15.05
95000,debt_consolidation,16000,16.02
66000,credit_card,10000,19.42
120000,debt_consolidation,22225,9.43
55000,debt_consolidation,23100,12.61
82000,debt_consolidation,12000,10.41
185000,debt_consolidation,20000,11.98
40000,debt_consolidation,15000,14.07
62400,debt_consolidation,35000,21.45
96512,debt_consolidation,10000,11.98
105000,credit_card,10500,9.92
40000,credit_card,6000,11.99
80000,debt_consolidation,34000,18.06
35000,debt_consolidation,11200,9.93
72465,debt_consolidation,19200,11.99
130000,credit_card,35000,6.08
150000,debt_consolidation,34000,9.44
175900,debt_consolidation,18000,10.41
33000,debt_consolidation,3000,14.08
90000,debt_consolidation,36500,5.32
60000,debt_consolidation,16800,5.32
128000,credit_card,40000,6.72
118000,debt_consolidation,16000,10.41
20562,debt_consolidation,12500,17.47
75000,debt_consolidation,20000,26.3
75000,credit_card,25000,9.44
85000,debt_consolidation,24000,9.93
160000,debt_consolidation,4000,13.59
39000,credit_card,5600,9.44
86000,debt_consolidation,27000,17.09
64000,debt_consolidation,10000,10.91
75000,home_improvement,5000,11.98
172000,debt_consolidation,25000,26.3
85000,credit_card,3000,5.31
95000,credit_card,7000,6.07
65000,credit_card,34000,11.98
58000,debt_consolidation,10200,15.04
300000,debt_consolidation,10000,7.97
124000,home_improvement,28000,18.45
105000,debt_consolidation,12000,9.43
70000,debt_consolidation,7000,16.01
85000,debt_consolidation,15000,9.43
150000,credit_card,28000,9.93
120000,credit_card,28000,9.93
38248,debt_consolidation,10000,16.02
58000,debt_consolidation,18000,17.09
86000,credit_card,3600,7.97
100000,credit_card,40000,10.91
104500,debt_consolidation,17000,11.99
115000,debt_consolidation,19000,7.97
85500,home_improvement,34000,9.93
103000,debt_consolidation,6000,13.59
159000,home_improvement,25000,15.05
205000,credit_card,40000,5.32
66920,credit_card,10000,19.03
78000,credit_card,20000,9.44
167000,credit_card,35000,21.45
61000,debt_consolidation,5000,6.08
60000,debt_consolidation,3000,9.93
70000,debt_consolidation,4000,14.07
78000,credit_card,10000,16.02
83000,debt_consolidation,10000,21.45
78762,debt_consolidation,16000,11.99
125000,debt_consolidation,40000,14.07
91000,debt_consolidation,12000,9.44
85000,debt_consolidation,40000,11.99
60000,debt_consolidation,25000,13.58
45000,debt_consolidation,4500,13.59
80000,credit_card,15000,6.71
77000,debt_consolidation,24000,10.42
36000,debt_consolidation,25000,14.07
90000,debt_consolidation,20000,21.45
35000,credit_card,6000,7.34
88000,credit_card,24000,7.35
50000,credit_card,12000,15.05
180000,debt_consolidation,15000,6.08
120000,debt_consolidation,10000,11.98
101400,debt_consolidation,34000,20
145000,debt_consolidation,35000,5.32
50000,debt_consolidation,25000,9.93
125000,debt_consolidation,40000,5.32
90000,debt_consolidation,12000,9.43
25600,credit_card,3000,9.43
86000,credit_card,16000,9.93
48000,credit_card,5000,5.32
90000,home_improvement,10000,7.97
73000,credit_card,12000,10.41
18000,credit_card,3200,15.05
74000,debt_consolidation,34000,28.72
80000,debt_consolidation,20000,10.42
22000,credit_card,10000,10.91
353000,debt_consolidation,35000,6.08
60000,debt_consolidation,20000,14.07
52000,credit_card,13250,9.93
40000,debt_consolidation,20000,7.34
122000,debt_consolidation,16000,13.59
130000,credit_card,5000,7.96
72000,debt_consolidation,11200,9.44
98700,home_improvement,40000,10.91
35000,home_improvement,16825,18.45
125000,debt_consolidation,21000,6.71
165000,debt_consolidation,6000,9.44
82000,debt_consolidation,11200,16.01
60000,debt_consolidation,13150,6.72
100000,debt_consolidation,15500,7.34
80000,debt_consolidation,40000,6.08
275000,credit_card,20000,6.07
75000,home_improvement,21000,9.93
110000,debt_consolidation,25000,14.07
300000,credit_card,35000,17.09
45000,credit_card,8000,7.96
80000,debt_consolidation,14000,10.42
133000,debt_consolidation,16000,5.32
108000,debt_consolidation,40000,9.44
60000,debt_consolidation,7200,11.98
70000,credit_card,15000,13.59
100000,debt_consolidation,18000,10.42
48000,debt_consolidation,25000,15.05
44211,debt_consolidation,12000,16.02
100000,debt_consolidation,28775,12.61
54000,debt_consolidation,20000,24.84
50000,debt_consolidation,11400,30.17
103000,credit_card,18000,9.44
62000,home_improvement,4000,10.42
77000,credit_card,15000,10.91
92000,debt_consolidation,35000,6.72
115000,debt_consolidation,15000,7.34
70000,debt_consolidation,20000,16.02
85000,debt_consolidation,15000,10.9
107000,credit_card,18000,9.43
38600,debt_consolidation,1600,19.03
84000,home_improvement,9000,14.07
75800,credit_card,4200,6.07
150000,debt_consolidation,20000,7.34
59390,credit_card,9000,7.34
151500,debt_consolidation,40000,5.31
70000,debt_consolidation,3500,6.71
70000,debt_consolidation,10000,7.34
185000,home_improvement,40000,9.43
120000,home_improvement,8000,5.31
61400,debt_consolidation,8000,6.07
56000,credit_card,2500,9.93
144000,credit_card,28000,11.98
61766,credit_card,12200,21.85
61000,credit_card,2500,9.43
121000,credit_card,10000,11.98
42000,debt_consolidation,11000,15.05
76000,debt_consolidation,3500,7.97
60000,debt_consolidation,6700,10.41
45000,debt_consolidation,12000,17.47
62000,debt_consolidation,20000,18.06
60000,credit_card,7000,9.93
65000,debt_consolidation,20000,11.99
89000,debt_consolidation,15000,5.31
133000,debt_consolidation,16000,9.92
65926,debt_consolidation,28000,16.02
120000,debt_consolidation,19000,10.9
35000,credit_card,6100,11.98
99000,home_improvement,12000,18.06
65000,debt_consolidation,4800,20
88000,credit_card,21000,5.31
180000,debt_consolidation,25000,10.41
60000,credit_card,10000,5.31
38678,credit_card,4000,9.92
60000,debt_consolidation,20000,16.02
112000,debt_consolidation,34000,26.77
180000,debt_consolidation,40000,5.31
90000,debt_consolidation,14000,5.31
49000,home_improvement,5000,9.43
45000,debt_consolidation,10000,10.9
140000,debt_consolidation,20000,16.01
40000,debt_consolidation,27000,16.02
138000,debt_consolidation,34425,10.41
60000,debt_consolidation,20000,18.06
83000,debt_consolidation,20000,13.59
188000,debt_consolidation,10000,5.31
70000,debt_consolidation,5000,6.72
145000,credit_card,15800,11.98
175000,credit_card,25000,6.08
140000,home_improvement,20000,13.58
55000,debt_consolidation,34000,18.06
301000,home_improvement,22425,21.45
42655.99,credit_card,12000,16.01
150000,debt_consolidation,35000,29.69
170000,credit_card,13300,19.03
65000,credit_card,17000,6.71
90000,credit_card,24000,9.92
75000,debt_consolidation,20000,13.59
175000,debt_consolidation,34000,6.08
91000,home_improvement,10000,7.97
100000,debt_consolidation,10000,15.05
36420,credit_card,6000,9.92
90000,debt_consolidation,11000,16.02
75000,debt_consolidation,10000,16.02
68000,debt_consolidation,20000,10.9
57000,debt_consolidation,5600,11.99
158000,debt_consolidation,39000,10.42
40000,credit_card,8000,13.59
190000,credit_card,15000,11.98
116000,home_improvement,6000,7.34
60000,credit_card,16000,9.43
60000,home_improvement,12000,15.04
60000,credit_card,13000,6.71
65000,debt_consolidation,10000,6.72
55000,debt_consolidation,16000,18.06
280000,debt_consolidation,40000,11.98
118000,debt_consolidation,20000,13.58
60000,debt_consolidation,10000,14.07
70500,debt_consolidation,25000,22.9
270000,home_improvement,40000,5.32
100000,debt_consolidation,25000,10.42
112029,debt_consolidation,20000,13.59
76000,debt_consolidation,8000,6.71
95000,debt_consolidation,5000,7.96
122000,debt_consolidation,20000,10.41
39000,debt_consolidation,17550,22.91
43000,credit_card,16000,10.42
100000,debt_consolidation,11200,16.02
68000,credit_card,4800,20.39
42000,debt_consolidation,8000,15.04
100000,credit_card,16000,7.35
425000,debt_consolidation,14900,9.93
80000,debt_consolidation,24000,7.35
220000,debt_consolidation,40000,10.42
61500,home_improvement,19725,11.98
40000,debt_consolidation,4700,19.03
65000,home_improvement,10000,6.08
100000,credit_card,24000,7.34
225000,credit_card,34000,7.35
152000,debt_consolidation,34000,11.98
325500,debt_consolidation,24000,6.71
55000,debt_consolidation,19000,7.34
28000,debt_consolidation,7000,10.9
175000,home_improvement,40000,10.91
98000,credit_card,10000,5.32
83000,credit_card,11000,10.91
95000,debt_consolidation,28000,6.71
136000,credit_card,10000,13.58
65000,debt_consolidation,5000,6.71
168000,debt_consolidation,35000,9.93
88000,debt_consolidation,35000,16.01
76000,home_improvement,28000,12.61
80000,credit_card,10000,7.34
80000,debt_consolidation,9000,7.34
60000,debt_consolidation,7000,10.9
100000,debt_consolidation,6000,10.91
43000,debt_consolidation,20000,11.99
55000,debt_consolidation,14000,21.45
125000,home_improvement,5000,6.71
88000,credit_card,40000,10.42
125000,debt_consolidation,10000,16.01
56891,debt_consolidation,6000,22.91
80400,credit_card,12000,10.41
65000,debt_consolidation,10000,6.71
142000,debt_consolidation,35000,7.97
67790,debt_consolidation,40000,16.02
85000,credit_card,12000,15.04
50000,debt_consolidation,20000,11.98
101000,debt_consolidation,19000,13.58
97000,credit_card,8550,9.93
196000,credit_card,20000,5.32
115000,credit_card,12000,6.72
100000,credit_card,10000,11.98
81900,credit_card,18000,13.59
44865,debt_consolidation,12000,15.04
169000,home_improvement,8000,19.03
112500,debt_consolidation,25000,5.31
85000,debt_consolidation,20000,6.08
114000,credit_card,27500,7.97
112000,debt_consolidation,35000,12.61
189000,debt_consolidation,22000,7.35
75000,debt_consolidation,13000,9.93
85000,home_improvement,7000,6.08
70000,home_improvement,20000,9.92
78000,credit_card,15000,10.42
57500,credit_card,10000,10.91
25000,debt_consolidation,5000,11.98
61500,debt_consolidation,5000,13.59
90000,credit_card,8400,10.91
80000,debt_consolidation,40000,11.99
63000,home_improvement,20000,9.93
65000,credit_card,20000,10.42
43000,debt_consolidation,6400,14.07
179000,debt_consolidation,12000,9.92
85000,debt_consolidation,25000,7.34
260000,debt_consolidation,16800,10.42
81000,debt_consolidation,5500,10.91
187500,debt_consolidation,16800,20
48769,debt_consolidation,4800,21.45
63000,debt_consolidation,6000,6.72
37000,debt_consolidation,7500,7.97
70000,debt_consolidation,12000,9.44
67000,debt_consolidation,16000,16.02
81000,credit_card,15000,5.31
105000,debt_consolidation,10000,6.72
60000,debt_consolidation,34000,10.42
35000,debt_consolidation,8000,18.06
106500,debt_consolidation,40000,10.91
79500,debt_consolidation,12000,13.58
70000,credit_card,5500,9.43
115000,debt_consolidation,14000,13.59
60000,debt_consolidation,10000,5.32
60000,credit_card,15000,9.44
77000,home_improvement,10000,5.31
39000,debt_consolidation,3000,7.96
104000,debt_consolidation,9000,5.31
79000,debt_consolidation,17500,11.98
89000,debt_consolidation,15000,5.32
60000,credit_card,5000,9.93
52000,credit_card,24000,10.42
104550,credit_card,10000,5.32
99097,debt_consolidation,16000,9.93
105000,debt_consolidation,7500,9.93
25000,debt_consolidation,7225,10.91
85000,credit_card,12000,5.32
46000,home_improvement,7500,6.08
75000,debt_consolidation,12000,10.91
95000,credit_card,19000,18.06
92879,debt_consolidation,10000,9.93
100000,home_improvement,40000,10.9
128000,debt_consolidation,10000,10.9
55000,debt_consolidation,2000,9.93
38500,debt_consolidation,18000,11.98
189000,debt_consolidation,21000,17.09
80000,debt_consolidation,15000,21.45
50000,debt_consolidation,4500,7.96
100000,debt_consolidation,20000,16.01
51000,debt_consolidation,10000,10.41
90000,debt_consolidation,12000,19.03
43000,home_improvement,10000,16.01
70000,credit_card,15000,6.72
39400,credit_card,20000,9.43
65000,debt_consolidation,15000,11.99
52537,credit_card,7000,15.05
78000,credit_card,6025,15.05
80000,debt_consolidation,7000,13.58
45000,credit_card,8000,15.05
130000,credit_card,12000,5.32
82000,debt_consolidation,11500,6.07
85000,home_improvement,10000,6.72
258000,debt_consolidation,34000,17.09
85000,credit_card,16000,17.09
50000,debt_consolidation,20000,21.85
175000,credit_card,35000,9.93
114000,home_improvement,12000,5.32
70000,debt_consolidation,6000,6.07
55000,credit_card,15000,7.97
50000,debt_consolidation,4800,15.05
50000,debt_consolidation,12000,26.3
140000,debt_consolidation,5000,6.08
85000,credit_card,20000,6.72
94000,home_improvement,10000,16.02
86000,debt_consolidation,25000,11.99
83000,debt_consolidation,34000,21.45
220000,debt_consolidation,14000,9.92
294000,home_improvement,34000,10.9
91000,debt_consolidation,28000,13.58
76000,debt_consolidation,7000,14.08
85000,credit_card,6000,14.08
80000,credit_card,13000,21.85
76300,debt_consolidation,15000,6.72
48000,credit_card,20000,5.31
105000,home_improvement,20000,7.34
91100,credit_card,20000,11.99
90000,debt_consolidation,8000,9.44
150000,credit_card,2800,9.44
51000,debt_consolidation,25000,10.42
35000,home_improvement,5000,5.31
200000,debt_consolidation,20000,5.32
110000,home_improvement,25000,10.91
65000,home_improvement,6000,18.06
96000,credit_card,20000,6.72
45000,debt_consolidation,12000,6.72
127000,debt_consolidation,34000,23.88
85000,debt_consolidation,34000,11.98
87500,credit_card,20000,15.04
78000,debt_consolidation,12000,13.58
95000,debt_consolidation,18000,16.01
45000,credit_card,10000,6.08
132000,debt_consolidation,16000,9.44
75000,debt_consolidation,15000,10.91
45000,debt_consolidation,10000,21.45
61000,home_improvement,6000,13.58
193783,credit_card,9000,11.99
55000,home_improvement,6500,9.44
52000,debt_consolidation,16000,20.39
82000,credit_card,15000,6.07
65000,debt_consolidation,10000,9.43
126000,debt_consolidation,18000,6.08
68000,debt_consolidation,6000,15.04
85000,debt_consolidation,20000,12.61
70000,debt_consolidation,20000,6.08
104000,home_improvement,6000,10.91
115000,credit_card,16000,15.05
140000,credit_card,10000,6.71
80000,debt_consolidation,7000,7.96
140000,debt_consolidation,21000,9.93
